guest_email,has_rewards,room_type,amenities_fee,checkin_date,checkout_date,room_rate,billing_address,credit_card_number
pamela63@example.org,False,BASIC,48.12,05 Jan 2020,2020-01-10,85.96,sdv-pii-3liar,6011538838505504
mooredavid@example.net,False,DELUXE,34.283383145583954,13 Apr 2020,2020-01-07,92.74,sdv-pii-785rs,4216400571145
adam57@example.net,False,BASIC,31.45332191143354,02 Jul 2020,2020-06-27,212.77,sdv-pii-7vha1,4750974728152
ddavis@example.net,True,BASIC,22.51292770431551,28 May 2020,2020-01-08,137.66,sdv-pii-f1fds,2224595292403867
kevinrobbins@example.org,True,BASIC,11.29186530791809,13 Feb 2020,2020-10-17,206.9,sdv-pii-k9sym,4362309290188379460
smartin@example.com,False,BASIC,0.0,08 Feb 2020,2020-01-07,291.19,sdv-pii-756tf,3567018653266586
gail69@example.net,False,BASIC,4.629727861910554,07 Feb 2020,2020-01-07,178.94,sdv-pii-i1rwd,3552554156154918
william53@example.net,True,DELUXE,1.1278826305452994,05 Jan 2020,2020-04-11,156.34,sdv-pii-zqnwx,180087956448418
hernandezelizabeth@example.com,False,BASIC,14.139016228811558,16 Jul 2020,2020-07-31,131.97,sdv-pii-agcb6,4574112893516
brownaaron@example.com,False,BASIC,14.749582612225888,05 Jan 2020,2020-02-07,97.4,sdv-pii-9861s,4078780895950737
ihughes@example.org,True,SUITE,3.575912388904454,19 Sep 2020,2020-05-14,321.62,sdv-pii-2z8pb,2284622259486508
millerlori@example.com,False,SUITE,21.559023468887865,26 Jul 2020,2020-11-23,152.15,sdv-pii-b90ot,2720242305764477
margaret83@example.com,True,DELUXE,2.917139828016122,05 Jan 2020,2020-01-07,117.64,sdv-pii-97kiy,30402769486749
amysantana@example.net,False,BASIC,27.290361767873915,11 Jun 2020,2020-01-07,125.74,sdv-pii-7s0lf,4126967054889739
rtanner@example.net,False,BASIC,21.722715022766458,26 Mar 2020,2020-01-07,208.57,sdv-pii-b4hb7,2246893942500388
kalvarez@example.com,True,BASIC,48.12,05 Jan 2020,2020-04-10,109.73,sdv-pii-e0ig0,180089103516121
bushlisa@example.org,False,BASIC,22.55544173155616,05 Jan 2020,2020-11-06,181.51,sdv-pii-crjs0,4951359678317331
bradleyflores@example.org,False,BASIC,23.82772331617875,29 Sep 2020,2020-02-10,104.08,sdv-pii-wauhb,4483794378147553
stephaniesimpson@example.com,False,BASIC,46.70854068211101,18 Sep 2020,2020-04-04,178.72,sdv-pii-hqq8t,4067044695257
gina93@example.org,False,DELUXE,33.13713407818052,05 Jan 2020,2020-01-07,113.66,sdv-pii-bt5ur,30033854450447
devinadams@example.com,False,BASIC,9.138132809481295,05 Jan 2020,2020-01-10,126.36,sdv-pii-8ht7o,6011188861392956
utate@example.net,True,DELUXE,18.295403312888936,14 Sep 2020,2020-11-20,202.07,sdv-pii-w8r3c,4719866514145
jennifer38@example.org,True,DELUXE,5.787343961699192,18 Feb 2020,2020-11-21,127.79,sdv-pii-7rnym,3523167547177609
vchapman@example.org,True,DELUXE,13.433012207484357,05 Jan 2020,2020-03-16,86.23,sdv-pii-ivvbn,676113847104
nelsonaustin@example.com,False,DELUXE,12.28334679724712,26 Jul 2020,2020-03-04,226.27,sdv-pii-m5k7m,3578793601974641
qwhite@example.net,False,BASIC,27.18499822101903,29 Apr 2020,2020-07-26,224.38,sdv-pii-tnfi3,5320192220219460
melissapeterson@example.org,False,BASIC,32.43357877901175,05 Jan 2020,2020-03-12,162.02,sdv-pii-um1xn,30468848365147
lmartinez@example.net,False,BASIC,11.039201681822504,05 Jan 2020,2020-01-07,168.23,sdv-pii-le2ke,639017226700
bnash@example.com,False,BASIC,31.2804434705514,07 Apr 2020,2020-06-11,145.13,sdv-pii-ph7c7,379144732415269
orobbins@example.com,False,DELUXE,18.813998501398718,22 Aug 2020,2020-01-07,336.21,sdv-pii-w9l48,213191248248635
singhchristine@example.net,True,SUITE,27.373930316555363,07 Jan 2021,2020-11-10,241.6,sdv-pii-my88h,4238467242604723
frobinson@example.com,True,DELUXE,27.418315973985294,27 Oct 2020,2020-07-21,112.29,sdv-pii-qo90k,373506138813329
larry89@example.org,False,BASIC,16.398297144174297,28 Oct 2020,2020-06-01,180.66,sdv-pii-ptlpx,4297244935546984
michaeldixon@example.net,False,BASIC,6.288608869554488,05 Jan 2020,2020-02-20,195.76,sdv-pii-jy39p,30210743863358
lmays@example.org,True,DELUXE,11.384784782290671,05 Jan 2020,2020-08-04,177.93,sdv-pii-ye8zu,6011894150851723
wilsonbrooke@example.org,False,BASIC,48.12,24 Jul 2020,2020-01-07,119.35,sdv-pii-zk2kk,573574334476
jessica34@example.com,False,BASIC,26.29523412168208,04 Jul 2020,2020-02-25,144.22,sdv-pii-4h4uf,4925653494378634447
sara55@example.net,False,DELUXE,26.506994125741805,03 Apr 2020,2020-06-02,147.13,sdv-pii-2zxn1,3560024171294313
bakermark@example.net,False,DELUXE,37.35968982704961,15 Jul 2020,2020-09-30,83.8,sdv-pii-afkk0,4077751026471
jennifer19@example.net,False,BASIC,8.918945994102891,12 Nov 2020,2020-04-25,150.14,sdv-pii-golig,503811261562
heidi64@example.net,False,BASIC,31.989921791497828,24 Feb 2020,2020-02-27,163.19,sdv-pii-fljad,3579454565957614
thompsonkaitlyn@example.com,False,BASIC,3.487919797691944,27 Oct 2020,2020-04-29,188.82,sdv-pii-bzxnx,3507072047592234
shermansheila@example.org,True,BASIC,26.60983073029761,29 Mar 2020,2020-01-07,98.48,sdv-pii-s8tk4,3564285459626262
alexandrabrown@example.com,False,BASIC,11.417040360438783,09 Nov 2020,2020-12-03,117.54,sdv-pii-898as,630486912268
elucas@example.org,False,DELUXE,27.562564597633475,28 Jul 2020,2020-05-21,163.91,sdv-pii-1vnde,373003745201031
pcannon@example.org,False,SUITE,26.510083317502943,07 Jan 2021,2020-07-29,205.63,sdv-pii-zal90,4889033146037147
reginald57@example.net,True,DELUXE,24.744882200393345,15 Aug 2020,2020-02-10,226.14,sdv-pii-baqy1,3548827369789010
psheppard@example.net,False,BASIC,24.631433845913854,01 May 2020,2020-08-29,176.42,sdv-pii-xrza8,502074436705
jacksonbeth@example.com,True,SUITE,29.298957707028592,17 Mar 2020,2021-01-08,104.72,sdv-pii-8wxm7,2714163511766312
gpowell@example.com,True,SUITE,21.292266388338728,05 Jan 2020,2020-05-23,211.06,sdv-pii-zln7u,213163045881827
carriehernandez@example.org,False,BASIC,8.424826723747529,25 Nov 2020,2020-11-09,127.58,sdv-pii-fy3wj,6011502969877355
pwashington@example.org,False,SUITE,23.206084379182144,05 Jan 2020,2020-03-18,90.02,sdv-pii-g6bzk,4288002084749192
mauriceluna@example.org,False,DELUXE,46.45490241982139,01 Jan 2021,2020-01-20,135.02,sdv-pii-9qxab,180092541740543
atkinstina@example.net,False,BASIC,36.29866962005126,05 Jan 2020,2020-01-07,170.3,sdv-pii-k3xyt,4711111837161873
hsullivan@example.com,False,DELUXE,7.626783444890746,06 Sep 2020,2020-01-07,129.19,sdv-pii-7u0ub,3538484431535781
ybush@example.net,False,DELUXE,19.15387184819719,09 Feb 2020,2020-01-07,131.5,sdv-pii-kb1zs,4874454592693661
wkaiser@example.com,True,BASIC,3.4185433784715693,31 Jul 2020,2020-08-14,104.98,sdv-pii-9239o,4786065173464459
jenningskimberly@example.org,False,BASIC,28.387332802396205,07 Jan 2020,2020-02-03,138.59,sdv-pii-4liho,5360892947163815
baileycasey@example.com,False,DELUXE,23.685790236616924,08 Jan 2020,2020-07-27,126.74,sdv-pii-v5xi2,6011883077792896
joshua43@example.com,False,BASIC,13.038118379575462,23 Jun 2020,2020-09-06,217.81,sdv-pii-xpisf,4595769548236
bensonpatrick@example.org,True,BASIC,15.07520793617515,28 Aug 2020,2020-04-08,122.51,sdv-pii-yl6j2,3562464837794231
christopher25@example.com,False,BASIC,30.483201684250155,29 Sep 2020,2020-04-03,179.12,sdv-pii-0xiv5,3541904722384131
xlopez@example.com,False,DELUXE,21.69747778591738,22 Aug 2020,2020-04-27,198.31,sdv-pii-74p9g,4944634059098811
slynch@example.com,False,BASIC,26.614541305901167,27 Sep 2020,2020-07-28,126.13,sdv-pii-dktwe,213192089099939
ckim@example.com,True,DELUXE,48.12,30 Jun 2020,2020-01-25,104.19,sdv-pii-cin6a,676393861106
paynestephanie@example.org,False,BASIC,2.41927942489355,05 Jan 2020,2020-05-14,191.15,sdv-pii-i6ax3,4981992364586597
abigail45@example.net,True,SUITE,28.390173263550345,05 Jan 2020,2020-08-08,143.51,sdv-pii-5rqz1,5485099409737314
kirktimothy@example.org,False,DELUXE,21.810112945735302,11 Jul 2020,2020-04-09,139.82,sdv-pii-qoroo,3556852218597322
taylorashley@example.net,False,SUITE,16.76033367785814,10 Aug 2020,2020-05-18,223.11,sdv-pii-xfj6h,4014987326905183
xavier67@example.net,True,DELUXE,3.5912506661047994,23 May 2020,2020-01-07,195.67,sdv-pii-8kna1,3550229906330207
alanburch@example.org,True,SUITE,8.368702340783162,07 Jan 2021,2020-01-07,182.21,sdv-pii-pzkw3,5262316578315394
lpeterson@example.net,True,BASIC,3.9345880309903247,21 Nov 2020,2020-05-24,166.84,sdv-pii-j3izv,4951994403905
heather26@example.org,False,BASIC,35.372955044160676,05 Jan 2021,2020-09-07,218.75,sdv-pii-qtkay,4858844753437228977
hammondernest@example.org,True,BASIC,10.902298049046006,07 Jan 2021,2020-02-25,134.92,sdv-pii-z98xr,38778604029451
bpearson@example.com,True,SUITE,31.413393624079507,05 Jul 2020,2020-01-07,147.69,sdv-pii-gnujm,30356382444776
dawn03@example.org,True,BASIC,22.926176059195285,08 Jan 2020,2021-01-08,144.82,sdv-pii-w8h89,373653783704849
flynndanny@example.net,False,BASIC,32.75555812679386,21 Aug 2020,2020-01-07,155.16,sdv-pii-a6us0,676310185464
danielsolivia@example.net,True,BASIC,18.08311403990233,20 Sep 2020,2020-03-03,203.61,sdv-pii-g9bu6,676355506178
figueroadaniel@example.org,False,BASIC,19.7832087715304,05 Jan 2020,2020-02-21,231.79,sdv-pii-3vyyz,4256208824627
jeremyallen@example.com,False,SUITE,27.437846518446513,07 May 2020,2020-12-01,224.88,sdv-pii-9j1g1,3511588730192028
marieking@example.com,True,BASIC,34.89600614298284,07 Dec 2020,2020-01-25,118.77,sdv-pii-gmplc,348936356551065
orrmariah@example.net,False,BASIC,28.524428423843887,05 Jan 2020,2020-01-23,159.19,sdv-pii-v1nt6,4776898341163641
jason68@example.net,True,DELUXE,23.341535795677338,12 Aug 2020,2020-02-14,132.84,sdv-pii-01b59,372670543701916
abruce@example.net,True,SUITE,34.347626246491245,18 Mar 2020,2020-12-23,165.66,sdv-pii-o85t6,4604185780399524
phelpsjames@example.net,False,BASIC,4.205864399758113,09 Nov 2020,2020-05-02,128.64,sdv-pii-vkcts,3574453752594136
wzimmerman@example.com,False,SUITE,25.850552419034386,05 Mar 2020,2020-12-01,279.81,sdv-pii-kd2wv,344950528263222
larsenashley@example.org,False,DELUXE,7.802249435167955,19 Jul 2020,2020-02-19,210.98,sdv-pii-6qs32,4971466340815
timothystevens@example.com,True,SUITE,27.75789554372141,22 Feb 2020,2020-12-20,169.64,sdv-pii-515ct,2564349096421354
browningjessica@example.com,False,BASIC,9.845520271373971,06 Aug 2020,2020-01-07,106.68,sdv-pii-5slfy,4021519863783
jennifer46@example.org,True,SUITE,27.661985961683932,26 Oct 2020,2020-08-16,205.91,sdv-pii-cj76m,213144052190146
cervantesrobin@example.net,False,DELUXE,45.53850431082709,18 May 2020,2020-01-07,128.22,sdv-pii-xjc92,4315149158572441497
riosstephen@example.org,False,SUITE,2.317423574364554,05 Jan 2020,2020-10-07,136.58,sdv-pii-g49yh,4826639678235453350
dwilliams@example.com,True,BASIC,5.680283575664607,10 Sep 2020,2020-01-07,187.49,sdv-pii-zvzok,371560937022006
vanessa72@example.org,True,BASIC,19.681956656215718,20 Aug 2020,2020-01-07,151.78,sdv-pii-arysh,6542864889197266
victoriataylor@example.com,False,BASIC,25.405695938694894,03 Jun 2020,2020-01-20,135.37,sdv-pii-s3l3f,4189171185991
joshua20@example.com,False,SUITE,24.41466176078049,19 Sep 2020,2020-10-26,202.31,sdv-pii-op8si,340955882734399
jose64@example.com,True,DELUXE,24.55036660292507,31 Mar 2020,2021-01-08,241.1,sdv-pii-9skz2,3519689438216101
kathleendiaz@example.org,False,DELUXE,41.66334089275617,19 May 2020,2020-01-07,132.97,sdv-pii-u4dky,566820369809
olsenroberta@example.net,True,DELUXE,38.95022052740038,22 Apr 2020,2020-10-31,83.8,sdv-pii-4y0ft,4671949037761812
turnerwilliam@example.com,True,SUITE,34.74907247946119,23 Aug 2020,2020-07-20,97.0,sdv-pii-zgpuj,4869760616509007
gabrielross@example.org,True,DELUXE,19.570951945698614,16 Sep 2020,2020-08-17,285.64,sdv-pii-w3mmo,38527408016077
ohunter@example.org,False,BASIC,41.70633420699657,31 Aug 2020,2020-01-12,99.28,sdv-pii-4j75q,4639194489390
srodriguez@example.net,False,BASIC,40.18721629822198,17 Aug 2020,2020-03-30,100.1,sdv-pii-02xec,6011377036966782
warrenchristopher@example.net,False,BASIC,16.01525864335278,22 Sep 2020,2020-11-26,110.34,sdv-pii-5jnq5,180093086472526
lwright@example.net,False,DELUXE,5.739637813810554,27 Feb 2020,2020-01-07,199.22,sdv-pii-9v2e5,589762093229
vsalinas@example.org,False,SUITE,13.726293102488787,08 Nov 2020,2020-03-20,133.11,sdv-pii-ktyat,4422284177170187244
suerussell@example.net,False,BASIC,0.0,15 Oct 2020,2020-09-23,309.85,sdv-pii-xl4hc,213196878204162
mckeemark@example.com,False,DELUXE,31.38247868702406,10 Jul 2020,2020-06-24,144.75,sdv-pii-ra9w7,4727002595167160077
vobrien@example.net,False,BASIC,26.093777586216333,19 Aug 2020,2020-10-02,187.63,sdv-pii-fjh0m,4778163216501742524
xreyes@example.org,False,BASIC,13.571740126158438,04 Jul 2020,2020-06-15,170.94,sdv-pii-w2kuq,180005440030527
ericksonalexandra@example.org,False,BASIC,6.179124930619169,21 Oct 2020,2020-11-06,339.07,sdv-pii-m34in,347284030660312
michaelmiddleton@example.com,False,BASIC,13.561099808159955,15 Oct 2020,2020-01-07,220.85,sdv-pii-99p2m,4308237027580564657
osingh@example.net,False,DELUXE,35.19451595100211,17 Sep 2020,2020-03-21,98.58,sdv-pii-fow2j,36686250919606
hcameron@example.org,False,BASIC,30.406887736492124,24 Feb 2020,2020-01-07,158.32,sdv-pii-1nh0p,3593765564053903
emily77@example.com,False,SUITE,36.42909391227047,23 Nov 2020,2020-12-05,189.28,sdv-pii-0zzqe,30121954122337
lisaboone@example.com,False,BASIC,25.708136435183363,13 Oct 2020,2020-06-05,105.94,sdv-pii-yzleo,4378118885176137
scott09@example.org,True,DELUXE,38.385296601452495,30 Jul 2020,2020-01-07,188.16,sdv-pii-izima,3597690840801105
fjackson@example.net,False,BASIC,25.317560727318586,04 Aug 2020,2020-01-20,88.28,sdv-pii-w07zk,4258242244556
munozmichelle@example.net,False,SUITE,21.93626133409087,31 Aug 2020,2020-01-07,139.71,sdv-pii-166y2,4834576111437
christophersimmons@example.net,True,BASIC,1.8743428107382805,04 Mar 2020,2020-03-04,307.37,sdv-pii-14nor,30296942109701
csantos@example.com,False,BASIC,21.572549604780484,25 Jan 2020,2020-11-07,92.04,sdv-pii-x75gv,3581705241826564
valenciajason@example.org,False,SUITE,37.200130279115676,21 Sep 2020,2020-05-01,140.02,sdv-pii-sdgdw,6011543919094139
joseph88@example.org,False,SUITE,9.58581584490646,25 Mar 2020,2020-08-26,236.33,sdv-pii-lpq3s,4462111483663
nguyenjohn@example.net,False,BASIC,26.467693196414743,27 Aug 2020,2020-01-07,117.5,sdv-pii-bjunz,4309043997747480
justindunn@example.org,False,BASIC,33.149632817304656,08 Jan 2020,2020-07-26,197.62,sdv-pii-ghtf4,675990735770
brittany81@example.org,False,BASIC,8.16670862533405,26 Sep 2020,2020-01-27,108.0,sdv-pii-4pe6p,4776445031751
edwardchang@example.net,False,BASIC,2.9709750769906393,24 Jul 2020,2020-01-08,178.72,sdv-pii-uauyt,345301297513794
sawyerjessica@example.com,False,BASIC,33.60171479152484,28 May 2020,2021-01-06,127.2,sdv-pii-ovrm2,6540322474189083
georgebarrett@example.org,False,SUITE,29.22312101923192,05 Jan 2020,2020-04-13,211.04,sdv-pii-s8pjt,4954522792171018422
robertsmith@example.org,False,SUITE,23.668752000965593,05 Jun 2020,2020-07-16,228.03,sdv-pii-kvcsm,4607804545812111
hughesrachel@example.com,False,SUITE,13.71597742511087,05 Jan 2020,2020-01-12,100.99,sdv-pii-17yke,4881686828511800
justin63@example.net,False,BASIC,35.083218943891694,26 Jul 2020,2020-02-24,192.97,sdv-pii-lk3ei,3521589353854694
savannahsaunders@example.net,False,BASIC,19.631239568510566,04 Sep 2020,2020-01-23,103.08,sdv-pii-vrwio,4124201222157312
bharris@example.net,False,BASIC,30.99854000017418,05 Sep 2020,2020-01-13,116.63,sdv-pii-1yd8w,30118867160826
jaredray@example.net,False,SUITE,24.919340761074313,20 Jun 2020,2020-03-24,134.47,sdv-pii-3njds,676350041379
alan80@example.net,False,DELUXE,23.237663471466426,02 Apr 2020,2020-09-26,92.36,sdv-pii-lhozc,4224652299862755
nelsondana@example.com,False,BASIC,34.946573860493984,29 Oct 2020,2020-02-20,138.24,sdv-pii-wix8n,3593252092433865
qpalmer@example.net,True,DELUXE,28.77712071599832,19 Feb 2020,2020-03-10,151.55,sdv-pii-3swcw,4333646400077202961
wesleywest@example.net,False,SUITE,13.793297970286883,12 Jul 2020,2020-08-18,253.14,sdv-pii-unfw3,213169821994619
jason31@example.com,True,DELUXE,26.05027412407782,31 Jul 2020,2020-01-26,113.33,sdv-pii-y4ebt,501878086377
phillipsrobert@example.com,False,DELUXE,19.95204117447537,05 Jan 2020,2020-04-18,103.33,sdv-pii-0b1uv,30076543244465
adam76@example.net,False,BASIC,28.920474513528262,26 Jul 2020,2020-06-20,110.14,sdv-pii-jqdn4,4122149396528085
rachaeljackson@example.net,False,SUITE,16.99881009065031,05 Feb 2020,2020-02-10,205.51,sdv-pii-9vwli,575975948713
martin95@example.net,False,DELUXE,29.77322927289797,02 Jun 2020,2020-02-09,323.62,sdv-pii-912p7,3532633477278898
bryanmoss@example.org,True,SUITE,11.726057029412413,01 Sep 2020,2020-10-24,232.44,sdv-pii-ip537,30021857064620
kellysimon@example.net,True,DELUXE,20.954440980136454,22 Oct 2020,2020-11-14,173.4,sdv-pii-l3hef,6011314906977276
troyadams@example.com,False,BASIC,23.549185934680636,29 Jul 2020,2020-01-07,113.51,sdv-pii-rocx7,4734278013404
susanterry@example.com,True,SUITE,12.953110719935635,15 Sep 2020,2020-07-11,109.02,sdv-pii-qotxf,3521663465711355
william31@example.com,False,BASIC,21.58349554322303,09 Aug 2020,2020-04-12,136.8,sdv-pii-in9qd,38609293025379
douglaslarry@example.net,False,BASIC,13.12802213981224,15 Apr 2020,2020-12-16,94.6,sdv-pii-4xd4w,4013360421927869835
christy51@example.net,False,SUITE,46.157925073809395,29 Aug 2020,2020-07-24,88.11,sdv-pii-mw2yp,6011801582063462
russosara@example.org,False,BASIC,26.866573980953085,14 Jan 2020,2020-08-13,170.98,sdv-pii-l6c57,4686868399144535647
scott70@example.org,False,SUITE,32.86242627010717,31 Jan 2020,2020-10-29,306.9,sdv-pii-anjr9,30391900964682
lsalazar@example.net,False,SUITE,44.573803493168754,29 Jul 2020,2020-01-13,99.37,sdv-pii-ksru6,4196809311015906783
owalter@example.net,False,DELUXE,23.418316927127588,01 Jul 2020,2020-06-24,143.44,sdv-pii-fve03,340906192366158
jason73@example.net,False,BASIC,12.767185607929449,11 Feb 2020,2020-10-20,142.23,sdv-pii-tbgxa,3592700313867700
mitchellfarrell@example.org,False,DELUXE,26.894236758291484,30 Mar 2020,2020-01-13,117.68,sdv-pii-bmf8d,4393484533115666
juliewilson@example.org,False,DELUXE,23.25179262953647,18 Aug 2020,2020-10-03,180.02,sdv-pii-ykmuo,5119157176929458
matthewwiggins@example.net,False,DELUXE,13.641990153989,01 Feb 2020,2020-04-07,128.04,sdv-pii-te0qv,30083576728877
ethankeith@example.com,False,BASIC,22.480885991657797,02 Sep 2020,2020-03-21,166.06,sdv-pii-zrapo,6011449494405171
williamwalton@example.org,True,SUITE,27.368039013692144,25 Jan 2020,2020-05-28,113.01,sdv-pii-ofu4n,4286486820278
rebekahbush@example.org,False,SUITE,12.131193459872668,28 Oct 2020,2020-05-11,124.16,sdv-pii-g9ax0,341622021483911
matthew42@example.net,False,BASIC,17.15055893015329,08 Aug 2020,2021-01-08,416.85,sdv-pii-ey918,3512057549155088
wrightpaula@example.org,False,BASIC,11.457004800309267,23 Aug 2020,2020-07-16,151.12,sdv-pii-f8ywl,3515362718510809
sydney37@example.net,False,SUITE,36.767945133234306,06 Aug 2020,2020-04-03,148.04,sdv-pii-95zpn,2251099914454271
xbrown@example.org,False,BASIC,0.0,26 Jul 2020,2020-11-08,156.31,sdv-pii-nribb,30265392695683
raymond21@example.com,False,SUITE,14.432578270426173,11 Nov 2020,2020-03-08,211.79,sdv-pii-luuqt,4055924383748
coxmelissa@example.com,True,DELUXE,26.613218828219384,05 Jan 2020,2020-10-02,94.33,sdv-pii-2pol9,374375079847863
martinezantonio@example.org,False,SUITE,45.465341866227554,16 Jul 2020,2020-05-27,126.51,sdv-pii-xxonc,4252028445665502678
schroederdebbie@example.com,False,BASIC,28.85024899689688,09 Mar 2020,2020-02-22,113.49,sdv-pii-o8hrd,213195334955516
jrios@example.com,False,BASIC,28.42483750575728,04 Feb 2020,2021-01-08,148.1,sdv-pii-qc2sj,676167958476
hwilson@example.com,True,BASIC,34.79329253013608,03 Sep 2020,2020-10-21,123.59,sdv-pii-huszz,6011884745343385
parktammy@example.org,False,BASIC,4.2059359912911685,12 Feb 2020,2020-01-07,135.59,sdv-pii-twzi2,180051789318362
daniel47@example.net,False,DELUXE,0.0,06 Aug 2020,2020-05-23,161.24,sdv-pii-by8ym,4938077223960292
longkaren@example.net,False,BASIC,30.284362101292693,23 Jul 2020,2020-06-11,420.79,sdv-pii-og09o,349846148851054
sherry11@example.net,False,SUITE,3.4086807993185726,14 Oct 2020,2020-07-15,142.86,sdv-pii-4n9l7,4270839138194556
danny80@example.net,False,BASIC,25.969381829714646,01 Nov 2020,2020-03-22,150.03,sdv-pii-nfhok,4785491039250729
shelleyroberts@example.net,True,DELUXE,0.0,24 Aug 2020,2020-04-09,168.93,sdv-pii-uh4w4,3560760952421894
marisa28@example.com,False,SUITE,48.12,11 Oct 2020,2020-11-12,114.83,sdv-pii-muaf3,630493236156
lbrown@example.com,True,DELUXE,35.204424432759694,07 Feb 2020,2020-02-16,99.75,sdv-pii-pabt1,348518427694080
rodney38@example.net,True,SUITE,7.559915685909812,04 Apr 2020,2020-10-05,124.35,sdv-pii-l2xxb,3596152274607947
ahicks@example.com,True,BASIC,26.627651152452742,27 Mar 2020,2021-01-08,94.96,sdv-pii-4ogto,2379406360700064
hbrooks@example.com,True,DELUXE,48.12,16 Oct 2020,2020-01-08,206.53,sdv-pii-y9wds,30498461148736
danielmccarty@example.org,True,BASIC,10.210551016331948,07 Nov 2020,2020-07-19,102.18,sdv-pii-wzl9o,30214168891175
brookegilmore@example.com,False,BASIC,27.974825730834485,23 Aug 2020,2020-03-21,154.29,sdv-pii-orz3a,3543627941530469
normanyang@example.org,True,BASIC,24.293745374995186,16 Oct 2020,2020-01-07,211.76,sdv-pii-j4gku,4893052159184178
justinflores@example.net,True,DELUXE,37.1551339885596,10 Jun 2020,2020-06-09,146.34,sdv-pii-bzswl,3526744253689220
derrickrodriguez@example.org,False,BASIC,3.8195757051749597,05 Jan 2020,2020-09-13,95.47,sdv-pii-ly8b3,4742481650423056756
alvarezrobert@example.org,False,DELUXE,23.734251559279492,05 Dec 2020,2020-03-22,106.57,sdv-pii-k01di,3599291408308373
paulmax@example.com,True,BASIC,34.0761265800496,01 Jul 2020,2020-12-12,129.01,sdv-pii-445q0,4025163778161991
curtisrobert@example.net,False,SUITE,30.00033022702422,11 Feb 2020,2020-10-22,124.81,sdv-pii-g83x4,4897878341540224237
wrighttamara@example.org,True,BASIC,18.884940119175432,08 Aug 2020,2020-11-26,142.78,sdv-pii-8bw3g,6534354955182400
espinozarachel@example.com,False,SUITE,3.344807583967698,05 Jan 2020,2020-01-07,133.58,sdv-pii-xn0lp,2328448220465753
joereyes@example.org,False,SUITE,27.265109841692166,06 May 2020,2020-02-29,272.92,sdv-pii-yf81i,376238870432871
fneal@example.org,False,BASIC,34.28855138666295,06 Sep 2020,2020-12-10,108.32,sdv-pii-oatk1,3571965009500262
bishopdarrell@example.com,True,BASIC,28.725826700079033,09 Jan 2020,2020-10-17,135.64,sdv-pii-lsqb7,378167988784923
mary27@example.net,False,SUITE,4.558702742462662,02 Nov 2020,2020-01-07,356.64,sdv-pii-4exwf,4491157696896
hsimmons@example.org,True,DELUXE,20.740452757528058,15 Oct 2020,2020-12-09,239.5,sdv-pii-uf7n7,4280941489784908
susan14@example.net,False,SUITE,23.716787383919993,19 May 2020,2020-06-24,239.15,sdv-pii-0sigm,213152280504590
rachelochoa@example.net,True,DELUXE,26.315417061136237,18 Feb 2020,2020-02-19,122.66,sdv-pii-p0ejc,4709285341975549375
darmstrong@example.com,False,BASIC,32.99204787959367,16 Nov 2020,2020-06-26,202.06,sdv-pii-dgger,4223863018048894168
williamsjohn@example.org,False,BASIC,17.466871180364937,07 Mar 2020,2020-06-14,115.81,sdv-pii-l50pc,4351596888847757
bwoodward@example.org,False,BASIC,37.0241735495792,21 Aug 2020,2020-10-17,95.8,sdv-pii-pphrn,4117874618527659
abennett@example.com,False,DELUXE,33.25827832228995,26 Aug 2020,2020-02-10,90.19,sdv-pii-hpvei,4126845094850798878
rpeterson@example.net,False,SUITE,4.621181665927471,30 Jul 2020,2021-01-08,141.21,sdv-pii-vbnwx,4338977075636625
igardner@example.com,False,BASIC,48.12,19 Oct 2020,2020-09-16,168.33,sdv-pii-wepc6,676211622904
cassandra76@example.org,False,DELUXE,9.018324334100782,05 Jan 2020,2020-03-04,104.67,sdv-pii-ve4mw,2720254948495195
amanda39@example.com,False,DELUXE,39.242647388510754,14 Apr 2020,2020-05-05,256.81,sdv-pii-s4gi5,4153689131942276969
qwatkins@example.org,True,DELUXE,9.662677560084896,20 Jul 2020,2020-02-17,175.92,sdv-pii-q63gp,3508845467998885
justincarter@example.com,True,BASIC,47.39616026475116,30 Nov 2020,2020-04-13,207.35,sdv-pii-q3lgc,3560087970107069
mbailey@example.net,False,DELUXE,7.6996433518331155,27 Aug 2020,2020-01-11,283.3,sdv-pii-hl3ws,4545634798755277582
obrienomar@example.com,False,SUITE,6.9758212749690784,06 Jul 2020,2020-11-09,96.28,sdv-pii-lfprr,30556394524792
melissaharvey@example.com,True,DELUXE,19.46579225432264,05 Jan 2020,2020-02-02,132.84,sdv-pii-64n6k,6588630539694514
qguzman@example.org,False,BASIC,23.064105339560623,29 Jan 2020,2020-01-13,83.8,sdv-pii-68xrr,3532259612035314
rford@example.org,True,BASIC,25.41616993368507,27 Sep 2020,2020-01-07,160.63,sdv-pii-l0n8f,3521010094536250
vmorris@example.org,False,DELUXE,14.573265512584248,25 Apr 2020,2020-02-23,115.09,sdv-pii-c5kim,6515944624093088
james28@example.net,False,BASIC,32.40287875378474,12 Feb 2020,2020-01-07,126.5,sdv-pii-v3be7,2279367264310734
wevans@example.org,False,BASIC,10.940021548184227,10 Aug 2020,2020-01-07,141.42,sdv-pii-5jhff,38832456557935
qwalker@example.net,True,BASIC,48.12,09 Aug 2020,2020-07-19,137.38,sdv-pii-1nyuj,4934208279279311
